ADULTVOD,ADULTVOD
APPS,Apps
All temporarily stored content for pause tv will be removed once you go back to live. Are you sure?,"Všetok dočasne uložený obsah pre režim Pauza TV bude odstránený, ak prejdete na živé vysielanie. Ste si istý?"
All temporarily stored content for pause tv will be removed once you zap. Are you sure you want to zap?,"Všetok dočasne uložený obsah pre režim Pauza TV bude odstránený, ak prepnete na iný kanál. Ste si istý, že chcete prepnúť na iný kanál?"
April,Apríl
April_abbrev,Apr
Are you sure you want to continue and delete all recordings?,"Ste si istý, že chcete pokračovať a zmazať všetky nahrávania?"
August,August
August_abbrev,Aug
BACK,Späť
Back to details,Späť na podrobnosti
Backspace,Späť
"Because you restart tv buffer is going to an end, we start your restarted program, so you are able to finish watching it.","Vzhľadom k tomu, že Vaša pamäť pre opakované spustenie TV končí, spustíme Váš opakovane spustený program, aby ste ho mohli dopozerať."
"Before you can play this video, you need to have the {product_name}.","Aby ste mohli prehrať toto video, musíte mať {product_name}."
Before you can record this channel you need to have the {offer_name} offer,"Aby ste mohli nahrať tento kanál, musíte mať {offer_name} ponuku"
Before you can restart this channel you need to have the {offer_name} offer,"Aby ste mohli opakovane spustiť tento kanál, musíte mať {offer_name} ponuku"
CAST,Obsadenie
CLOSE,Zatvoriť
Cannot play the recording,Nedá sa prehrať nahrávanie
Cannot record this channel,Nedá sa nahrať tento kanál
Cannot restart this channel,Nedá sa opätovne spustiť tento kanál
Cast,Obsadenie
Channel not found,Kanál nenájdený
Clear_keyboard,Jasný
Close,Zatvoriť
Connection error,Chyba pripojenia
"Content is only available with offer, for more info call {callcenter_num}","Obsah je prístupný len s ponukou, pre bližšie informácie volajte {callcenter_num}"
DISCOVERY,Objav
December,December
December_abbrev,Dec
Delete recording,Zmazať záznam
Director,Režisér
Duration,Trvanie
Enter PIN to open adult portal,Zadajte PIN pre otvorenie portálu pre dospelých
Enter here your 14-digit voucher code,Enter here your 14-digit voucher code
Enter parental PIN,Zadajte rodičovský PIN kód na pozeranie {chan}
Episode ended,Epizóda ukončená
Error,Chyba
Expand description,Rozšíriť popis
Expiration time exceeded,Expiration time exceeded
External page,Otvorenie externé stránky
FAVORITE,obľúbený
FST scan required,FST scan required
FUTURE,Sledujte vopred
Failed to play the recording,Nepodarilo sa prehrať záznam
Favorites,obľúbené
February,Február
February_abbrev,Feb
Friday,Piatok
Friday_abbrev,Pia
GENRE,Žáner
Genre,Žáner
Going to standby in {0} sec,Prechod do pohotovostného režimu o {0} sek.
Instant recording failed,Okamžité nahrávanie sa nepodarilo
Instant recording started,Okamžité nahrávanie bolo spustené
Instant recording stopped,Okamžité nahrávanie bolo zastavené
Insufficient Funds,Nedostatok prostriedkov
Internal storage reached the limit.,Bol dosiahnutý limit vnútornej pamäte.
It is not possible to rewind further.,Nie je možné pretočiť ďalej.
January,Január
January_abbrev,Jan
July,Júl
July_abbrev,Júl
June,Jún
June_abbrev,Jún
Manual search,Manuálne vyhľadávanie
March,Marec
March_abbrev,Mar
May,Máj
May_abbrev,Máj
Monday,Pondelok
Monday_abbrev,Pon
More episodes of,Viac epizód
More movies of,Viac filmov
Movie ended,Film skončil
My Account,Môj účet
New update available,Môj účet
No I don't,Nie
No channels available,Nie sú dostupné žiadne kanály
No program information,Žiadne informácie o programe
No search results found,Neboli nájdené žiadne výsledky vyhľadávania
"No, keep watching Restart tv","Nie, pokračovať v sledovaní v režime Opätovné spustenie TV"
"No, stay in Pause TV mode","Nie, zostať v režime Pauza TV"
"No, stay on current channel","Nie, zostať na aktuálnom kanáli"
Not allowed to record last 15 minutes,Nie je povolené nahrať posledných 15 minút
Not available,Nedostupné
November,November
November_abbrev,Nov
OSD_dialog_no,Nie
OSD_dialog_yes,Áno
OSD_remove_recordings_header,Odstrániť nahrávania
October,Október
October_abbrev,Okt
Offer,Ponuka
Offline,Offline
On demand ended,Na požiadanie ukončené
PAST,Minul
PIN incorrect,Nesprávny PIN
Parental content blocked,Zadajte rodičovskej kontroly PIN kódu
Parental control,Rodičovská kontrola
Pause TV buffer reached,Dosiahnutá pamäť pre režim Pauza TV
PauseTV,PauzaTV
Play from beginning,Prehrať od začiatku
Play recording,Prehrať záznam
Play video,Prehrať video
Please check your cables and internet connection,"Skontrolujte, prosím, Vaše káble a internetové pripojenie"
Please choose a movie deal,"Vyberte, prosím, balíček filmov"
Please choose payment option,"Vyberte, prosím, spôsob platby"
Preparing the recording,Príprava nahrávania
Price,Cena
Price from,Cena od
Program ended,Program ukončený
RADIO,Rádio
RATE,Hodnotiť
RECORDINGS,Nahrávky
REMIND,Pripomenúť
RENT EPISODE,Predplatiť epizódu
RENT MOVIE,Predplatiť film
RENT PROGRAM,Predplatiť program
RENTAL_Offers_AcceptBtn,Platba odobriť
RENTAL_Offers_Desc_Deals,"This movie would be available for 30 days after renting. When you start watching this movie, it is possible to watch or restart the movie for {hours} hours before ending the rental period."
RENTAL_Offers_Desc_DealsAndProducts,"Your choice is also part of a package. When you rent the single video its available for 30 days. When you start watching the video, its available for {hours} hours"
RENTAL_Offers_Desc_Products,Your choice is part of a package. The package will give you unlimited access to the content for a certain period of time.
RENTAL_Offers_Discount,Discount
RENTAL_Offers_MovieLabel,Single Movie
RENTAL_Offers_Original_Price,Original Price
RENTAL_Offers_PayMsg1,Tieto náklady budú účtované:
RENTAL_Offers_ProductLabel,Package
RENTAL_Offers_Title,Možnosti platby
RENTAL_Payment_Chosen,Zvolený:
RENTAL_Payment_SubTitle,"Prosím, zadajte kód PIN prenájom"
RENTAL_Payment_Success,Úspech
RENTAL_Payment_Title,Overenie platby
RENTAL_Policy_AcceptButton,Akceptovať
RENTAL_Policy_BackButtton,Späť
RENTAL_Policy_CheckBoxDescription,Prečítal som si všeobecné podmienky a plne súhlasím.
RENTAL_Policy_Description1,"Prečítajte si na našich webových stránkach na všeobecné pojmy, než budete pokračovať."
RENTAL_Policy_Description2,Tieto všeobecné podmienky sú platné podľa referenčný model pre Všeobecných pre referenčný model Internet access.This bol vytvorený Consumentenbond a Sociaal- Economische Raad.
RENTAL_Policy_Title,Všeobecné podmienky
RENTAL_Voucher_Cancel,Cancel
RENTAL_Voucher_Proceed,Proceed
Record AlreadyModified,Záznam už bol upravený
Record Complete,Záznam kompletný
Record DurationLimit,Záznam limit trvania
Record Forbidden,Záznam zakázaný
Record NotFound,Záznam nenájdený
Record OffersNotConfigured,Záznam ponuky nekonfigurované
Record OverlapLimit,Záznam limit prekrývania
Record Succes,Záznam úspešný
Recording ended,Nahrávanie ukončené
Recording error,Chyba nahrávania
Recording failed,Nahrávanie sa nepodarilo
Recording removal failed,Odstránenie nahrávania sa nepodarilo
Recording removed,Nahrávanie odstránené
"Recording will soon not be possible, delete old recording to free up time","Nahrávanie onedlho nebude možné, zmažte starší záznam, aby ste umožnili dlhšie nahrávanie"
Remove,Odstrániť
Rent failed! Invalid pin!,Predplatenie sa nepodarilo! Neplatný PIN!
Rental period,Dĺžka predplatenia
Renting failed,Predplatenie sa nepodarilo
Restart TV,Opätovné spustenie TV
Resume at {position},Obnoviť v {pozícia}
Return by pressing the exit button,Návrat stlačením tlačidla Domov
Return to the live moment of this channel,Návrat na živé vysielanie tohto kanála
SCHEDULE RECORDING,nahrať
SC_messaging_EXPIRED,"Your smart card rights are expired since {rightsexpirydate}. If the problem persists, please contact TV operator {brand}. More information available on {brandurl}."
SC_messaging_INVALID_CARD,Invalid smart card detected
SC_messaging_NEW_CARD,"Your smart card has not received any rights yet. If the problem persists, please contact the TV operator {brand}. More information available on {brandurl}."
SC_messaging_NO_CARD,No smart card detected
SC_messaging_close,Close
SC_messaging_header,Smart Card information
SEARCH,hľadať
SETTINGS,Nastavenia
SHARE,zdielať
SPORTS,Športy
Saturday,Sobota
Saturday_abbrev,Sob
Scanning for satellite channels has not been performed yet. It should be done in Settings.,Scanning for satellite channels has not been performed yet. It should be done in Settings.
Scheduled recording failed,Naplánované nahrávanie sa nepodarilo
Scheduled recording set,Naplánované nahrávanie nastavené
Search_keyboard,VYHĽADÁVANIE
Season,Sezóna
September,September
September_abbrev,Sep
Space,Medzera
Stop,Stop
Stop recording,Zastaviť nahrávanie
Sunday,Nedeľa
Sunday_abbrev,Ned
TV GUIDE,TV SPRIEVODCA
TV ON DEMAND,TV NA POŽIADANIE
Teletext,Teletext
The program is now starting on {channelname}. Would you like to zap to the channel?,Program práve začína na {channelname}. Prajete si prepnúť na kanál?
The recording is being prepared for playback,Nahrávanie sa pripravuje na prehrávanie
The recording just ended,Nahrávanie práve skončilo
"The recording limit of {cur_hours} hours has been recorded. By cleaning up old recordings, you can schedule new ones",Bol nahraný limit nahrávania {cur_hours} hodín. Vymazaním starých nahrávaní môžete naplánovať nové
"The restarted {title} is about to end, what do you want do:","Opätovne spustené {title} bude onedlho končiť, čo chcete urobiť:"
The stb has been inactive too long and will go into standby,STB bolo príliš dlho neaktívne a prejde do pohotovostného režimu
There is new update,K dispozícii sú nové aktualizácie
There is no description available,Nie je dostupný žiadny popis
This channel is not part of your offer,Tento kanál nie je súčasťou Vašej ponuky
This feature is currently not supported,Táto funkcia v súčasnosti nie je podporovaná
Thursday,Štvrtok
Thursday_abbrev,Štv
Today,dnes
Tomorrow,Zajtra
Total Price,Total Price
Total price for 48h rental period,Celková cena za predplatenie na 48 hod.
Trickplay is only supported when you upgrade to {offer_name} offer,Funkcia Trickplay je podporovaná iba po aktualizácii na {offer_name} ponuku
Tuesday,Utorok
Tuesday_abbrev,Uto
Unable to play video,Nie je možné spustiť video
Unable to playback Replay,Nie je možné pretočiť v režime Opakované prehrávanie
Unable to trickplay,Nie je možná funkcia Trickplay
Use Voucher,Use Voucher
VIDEO ON DEMAND,Video na požiadanie
Valid,Platné
Volume control not supported for this channel,Regulovanie hlasitosti nie je podporované pre tento kanál
Voucher already activated,Voucher already activated
WATCH EPISODE,Sledovať epizódu
WATCH MOVIE,Sledovať film
WATCH PROGRAM,pozerať
WATCH REPLAY,Sledovať opakované prehrávanie
Watch,pozerať
Watch the next program in restart mode,Sledovať ďalší program v režime opätovného spustenia
Watch trailer,Pozrieť trailer
Wednesday,Streda
Wednesday_abbrev,Str
Would you like to delete recording?,Prajete si zmazať nahrávanie?
Would you like to resume from {position} or start over?,Prajete si obnoviť z {position} alebo začať odznova?
Would you like to stop recording?,Prajete si zastaviť nahrávanie?
Yes I want,"Áno, prajem"
"Yes, go back to live TV","Áno, prejsť späť na živé TV vysielanie"
"Yes, jump to live TV","Áno, preskočiť na živé TV vysielanie"
"Yes, remove all my recordings","Áno, zmazať všetky moje nahrávania"
"Yes, zap to other channel","Áno, prepnúť na iný kanál"
Yesterday,Včera
You are about to leave the restart modus. Are you sure you want to continue TV on the live moment?,"Chystáte sa opustiť režim opätovného spustenia. Ste si istý, že chcete pokračovať v sledovaní TV naživo?"
You are leaving Pause TV,Opúšťate režim Pauza TV
You are not allowed to record in Pause TV,Nie je možné nahrávanie v režime Pauza TV
"You can only record a limited amount of tv channels and programs (up to {cur_hours} hours) in your current offer. Do you want to activate the {best_offer_name} offer, please call {callcenter_num}","Vo Vašej aktuálnej ponuke môžete nahrať iba obmedzené množstvo TV kanálov a programov (maximálne {cur_hours} hodín). Ak si prajete aktivovať {best_offer_name} ponuku, zavolajte na {callcenter_num}"
"You can only record {days} days ahead. Do you want to activate the {best_offer_name} offer, please call {callcenter_num}","Môžete nahrávať už iba {days} dní. Ak si prajete aktivovať {best_offer_name} ponuku, zavolajte na {callcenter_num}"
You can only record {days} days ahead. Unfortunatly you already reached this limit,"Môžete nahrávať už iba {days} dní. Bohužiaľ, už ste dosiahli tento limit"
You can use this voucher for a {deals} movie from {owner},You can use this voucher for a {deals} movie from {owner}
You have reached the beginning of Pause TV,Dosiahli ste začiatok režimu Pauza TV
You may now rent this movie with {amount}% discount,You may now rent this movie with {amount}% discount
You may now rent this movie with {amount}% discount for {deals} quality,You may now rent this movie with {amount}% discount for {deals} quality
You may now upsell {product} with {amount}% discount,You may now upsell {product} with {amount}% discount
Your voucher code is incorrect,Your voucher code is incorrect
Your voucher code was accepted,Your voucher code was accepted
back,späť
cancel,zrušiť
channels,kanály
free,Zdarma
hours,hodiny
minutes,minúty
movie,Film
next,ďalej
player_no_channels_error_header,Zoznam kanálov
player_no_channels_error_message,Váš zoznam kanálov je prázdny
press,stlačiť
program,Program
single movie,jeden film
{dd} days remaining,{dd} zostávajúcich dní
{hours} hours remaining,{hodiny} zostávajúcich hodín
{mins} minutes remaining,{minúty} zostávajúcich minút
